codePostal;CodeINSEE;BV;Commune;Département;Altitude Moyenne;Superficie;Population;geo_point_2d;geo_shape
12620;12062;12145;CASTELNAU-PEGAYROLS;AVEYRON;817.0;5304.0;0.30000000000000004;44.1404700763,2.92770802784;"{""type"": ""Polygon"", ""coordinates"": [[[2.99436610461218, 44.1101608882409], [2.9756150851338172, 44.111364382326], [2.970508699709357, 44.10566584058233], [2.96582482151433, 44.10524145938799], [2.9574909869477, 44.10843370159889], [2.944558506215845, 44.112172114839886], [2.9111742053445013, 44.115030296871225], [2.889322117186639, 44.128736210798294], [2.862127012375434, 44.125060157678035], [2.858285630416475, 44.127197390403815], [2.848635999461034, 44.1329808606553], [2.858269593885221, 44.133632779142836], [2.873635800637603, 44.14727850192259], [2.875776537077016, 44.15725369438791], [2.8824683577876753, 44.16182442779037], [2.878278709614368, 44.16813837365634], [2.892201340864544, 44.18537144314213], [2.914137917501238, 44.17936025732448], [2.936540710813769, 44.166054372977385], [2.942364213493403, 44.15717388701145], [2.965853935417933, 44.13998348059873], [2.980264833065816, 44.139816009826184], [2.9987125588298382, 44.14394005910775], [3.007700767180915, 44.15220238633568], [3.013699154848182, 44.14303014824991], [3.002687047979335, 44.13697356440772], [2.9923028118761, 44.125767626449516], [2.99436610461218, 44.1101608882409]]]}"
12630;12001;12202;AGEN-D'AVEYRON;AVEYRON;691.0;2208.0;1.1;44.3513031939,2.69339680513;"{""type"": ""Polygon"", ""coordinates"": [[[2.725341632710459, 44.33964965110496], [2.7114398056672373, 44.34054123095981], [2.7071679840623393, 44.334660927056525], [2.698053933381801, 44.33397017560794], [2.682150718734473, 44.32738125697796], [2.673288868424024, 44.32887655317664], [2.661456697029887, 44.34258617806497], [2.6468782695533353, 44.34911154240933], [2.651397612917511, 44.358784728754905], [2.664710083940895, 44.35663868435128], [2.674100333260735, 44.36440832971439], [2.703229049656128, 44.375544806304255], [2.720106923768709, 44.368477665756544], [2.73410285425946, 44.3543167596364], [2.734185008173649, 44.34750274212363], [2.725341632710459, 44.33964965110496]]]}"
12640;12086;12145;LA CRESSE;AVEYRON;744.0;1906.0;0.30000000000000004;44.1676766844,3.15670064587;"{""type"": ""Polygon"", ""coordinates"": [[[3.179289472234307, 44.147114738769005], [3.150208220796202, 44.14961560829615], [3.128425753785276, 44.15791490626405], [3.120153650701337, 44.16598892421623], [3.127662908779611, 44.1745311638468], [3.12544349120017, 44.177557988114], [3.129534887350067, 44.18377279298411], [3.141369642883679, 44.18959972888391], [3.164741474000257, 44.186695861270614], [3.17295744240377, 44.190031537370984], [3.175129736103275, 44.176436837815345], [3.202547460460994, 44.15278067957137], [3.185725834536686, 44.15439457812572], [3.181646255888627, 44.153141313461404], [3.179289472234307, 44.147114738769005]]]}"
12700;12012;46102;ASPRIERES;AVEYRON;364.0;1724.0;0.7000000000000001;44.555388853,2.13842661504;"{""type"": ""Polygon"", ""coordinates"": [[[2.149482212627028, 44.52604359175423], [2.144555168614469, 44.52563640127019], [2.122375107973041, 44.539785781312], [2.128414784501091, 44.552995839801476], [2.1257460015547602, 44.55540552957862], [2.11639280863208, 44.55526806595481], [2.097918918989415, 44.566453444958405], [2.095353467062663, 44.57801034406969], [2.104010214261593, 44.57147267915037], [2.116289933968884, 44.573102110066245], [2.122294156688323, 44.578200661145175], [2.126953971532096, 44.5782555905242], [2.134330407772101, 44.57037301290905], [2.152549197634396, 44.571585640564045], [2.162391941737382, 44.556742901377106], [2.171205565621007, 44.556773386921286], [2.173696587800478, 44.56638012235729], [2.182467144143747, 44.565139968854126], [2.188908951539057, 44.560298905023245], [2.168092133201933, 44.553580968768195], [2.156016381321934, 44.543550184373956], [2.151121016927684, 44.527532663520134], [2.149482212627028, 44.52604359175423]]]}"
12720;12160;12145;MOSTUEJOULS;AVEYRON;729.0;3133.0;0.30000000000000004;44.2252486217,3.18271814024;"{""type"": ""Polygon"", ""coordinates"": [[[3.17295744240377, 44.190031537370984], [3.159707064620639, 44.21576724424018], [3.14215197717752, 44.22729465541807], [3.138888022695137, 44.23371657398], [3.142952538847006, 44.23203716298699], [3.146750854759701, 44.23401238495282], [3.150074604379882, 44.25054290721374], [3.147611975372841, 44.257045072347125], [3.138298201793565, 44.263970093813505], [3.146170476928894, 44.27603053931261], [3.154268320419432, 44.27304006016321], [3.160531716037181, 44.246279592604004], [3.1744154724923312, 44.24525930168652], [3.187825849861636, 44.24890964997516], [3.195674113385944, 44.2406599270345], [3.230540114206372, 44.230340041818735], [3.21921126188938, 44.204503362287575], [3.212310259345218, 44.19608306403669], [3.204268966256185, 44.19350606747263], [3.192022473858363, 44.19755157660268], [3.177277979294708, 44.191545789548506], [3.173442641831627, 44.19325308293044], [3.17295744240377, 44.190031537370984]]]}"
12740;12131;12202;LA LOUBIERE;AVEYRON;592.0;2871.0;1.4;44.3909930617,2.65068486955;"{""type"": ""Polygon"", ""coordinates"": [[[2.6468782695533353, 44.34911154240933], [2.644188188411035, 44.3519834036203], [2.646353521083313, 44.368868544098646], [2.650888214451165, 44.37425705190977], [2.6425309493556393, 44.37802897254228], [2.6282316839782602, 44.37854872788019], [2.617263709124446, 44.385694575841896], [2.615278078565317, 44.402656129691444], [2.61870421892769, 44.42343546871937], [2.627356634289578, 44.423789141627566], [2.631810552777101, 44.4284761341874], [2.6407558955260813, 44.42833462293351], [2.650862795762633, 44.41502623983602], [2.670274149343796, 44.40519298124763], [2.677785939345839, 44.389299987282605], [2.703229049656128, 44.375544806304255], [2.674100333260735, 44.36440832971439], [2.664710083940895, 44.35663868435128], [2.651397612917511, 44.358784728754905], [2.6468782695533353, 44.34911154240933]]]}"
12780;12238;12145;SAINT-LEONS;AVEYRON;821.0;3277.0;0.4;44.2231129382,2.98202907949;"{""type"": ""Polygon"", ""coordinates"": [[[2.9828879962766033, 44.1864221483105], [2.96823270901836, 44.1998571617391], [2.96326511221261, 44.21988268785929], [2.945312577805092, 44.224429715275924], [2.9301737921368503, 44.24930005915887], [2.933389054602173, 44.251903379689374], [2.9570468402960763, 44.24999793806628], [2.9675869647007542, 44.25711244748942], [2.994302051802956, 44.25079828577075], [2.9942651541332763, 44.24415546947467], [3.008023758063249, 44.22631524870113], [3.021115622510785, 44.22226306230442], [3.032975528507647, 44.212107050813366], [3.016177687251334, 44.199914571885934], [3.012209339740962, 44.19003213696463], [2.99017991797983, 44.190437414631454], [2.9828879962766033, 44.1864221483105]]]}"
12800;12041;12169;CABANES;AVEYRON;431.0;1599.0;0.2;44.191255782,2.29209486155;"{""type"": ""Polygon"", ""coordinates"": [[[2.308055338911816, 44.16694174279929], [2.306714375657097, 44.17333305410443], [2.302541593466128, 44.17501681807034], [2.283679117937337, 44.177181576127914], [2.280484649930923, 44.174622349773664], [2.266777084782059, 44.177546985644405], [2.26258842588188, 44.17841003001329], [2.266071340866505, 44.19054900281936], [2.268404474784667, 44.19686545221432], [2.275253915498459, 44.201330515015556], [2.267356151272735, 44.209271235804835], [2.276579161810083, 44.21124068028939], [2.286132779837139, 44.21881932549756], [2.2969660928000852, 44.2122192528334], [2.295667842503066, 44.208925459185956], [2.307937424606535, 44.19921913562111], [2.321630428034056, 44.19672127321207], [2.316047153708383, 44.17412072273532], [2.322755483079152, 44.169517777593256], [2.308055338911816, 44.16694174279929]]]}"
12850;12176;12202;ONET-LE-CHATEAU;AVEYRON;574.0;4013.0;10.9;44.3825530939,2.56000835023;"{""type"": ""Polygon"", ""coordinates"": [[[2.646353521083313, 44.368868544098646], [2.643675760734871, 44.3716234394481], [2.634637824073518, 44.37194488221301], [2.623185317577591, 44.36168031763677], [2.610845070199265, 44.357064514935594], [2.601635963762684, 44.357049570304795], [2.577275200446471, 44.36481720493648], [2.570751125181196, 44.369643903268354], [2.556688447697158, 44.370578364680846], [2.535651007212707, 44.37721598510856], [2.528716438663187, 44.38099429446186], [2.504995728452733, 44.36921482643324], [2.486593081284861, 44.37256023256436], [2.477181535050831, 44.37108464509975], [2.472912083082055, 44.37270262100327], [2.47303675958563, 44.3795356308447], [2.481586810221772, 44.38750688315743], [2.488873275077252, 44.39524658398473], [2.483881446175444, 44.400192375375596], [2.4922351816398822, 44.403967016078326], [2.510067460105761, 44.3980254821081], [2.544436159956879, 44.39757888273589], [2.562314114947867, 44.40911081702761], [2.5708386135372763, 44.40612871329833], [2.572683251937084, 44.40297621429511], [2.568698929002737, 44.396884406241554], [2.572555944036216, 44.39489202542297], [2.581732455400979, 44.3967546393864], [2.600040800333056, 44.39461719490712], [2.615278078565317, 44.402656129691444], [2.617263709124446, 44.385694575841896], [2.6282316839782602, 44.37854872788019], [2.6425309493556393, 44.37802897254228], [2.650888214451165, 44.37425705190977], [2.646353521083313, 44.368868544098646]]]}"
13001;13201;13055;MARSEILLE--1ER-ARRONDISSEMENT;BOUCHES-DU-RHONE;29.0;178.0;40.9;43.2999009436,5.38227869795;"{""type"": ""Polygon"", ""coordinates"": [[[5.372144736531373, 43.290965444448595], [5.371008366340329, 43.29359128652747], [5.373616424523343, 43.29499198426251], [5.375021899598046, 43.30159390045778], [5.390502166127308, 43.30939746657357], [5.393048242612156, 43.3042292209066], [5.389078069139432, 43.300312137417784], [5.385563774200395, 43.29429693114428], [5.381847823036012, 43.295908846993086], [5.380357790047036, 43.29294477171], [5.372144736531373, 43.290965444448595]]]}"
13002;13202;13055;MARSEILLE--2E--ARRONDISSEMENT;BOUCHES-DU-RHONE;6.0;364.0;25.7;43.3126964178,5.36364983265;"{""type"": ""Polygon"", ""coordinates"": [[[5.373616424523343, 43.29499198426251], [5.358999125227359, 43.29548303345321], [5.363131708048592, 43.30853231951624], [5.360178391933806, 43.31887458921168], [5.345515525225727, 43.33626635709658], [5.354777491103132, 43.33481409522519], [5.369125126911182, 43.31672594361934], [5.375021899598046, 43.30159390045778], [5.373616424523343, 43.29499198426251]]]}"
13003;13203;13055;MARSEILLE--3E--ARRONDISSEMENT;BOUCHES-DU-RHONE;25.0;254.0;45.4;43.3121200046,5.38010981423;"{""type"": ""Polygon"", ""coordinates"": [[[5.375021899598046, 43.30159390045778], [5.369125126911182, 43.31672594361934], [5.371580488653522, 43.32008305182218], [5.39318428115543, 43.316412029412255], [5.390502166127308, 43.30939746657357], [5.375021899598046, 43.30159390045778]]]}"
13004;13204;13055;MARSEILLE--4E--ARRONDISSEMENT;BOUCHES-DU-RHONE;58.0;288.0;47.1;43.306733355,5.40087488752;"{""type"": ""Polygon"", ""coordinates"": [[[5.408970526273654, 43.295694665318564], [5.389078069139432, 43.300312137417784], [5.393048242612156, 43.3042292209066], [5.390502166127308, 43.30939746657357], [5.39318428115543, 43.316412029412255], [5.393642528492316, 43.31646488371854], [5.410528505495336, 43.314982695704835], [5.408970526273654, 43.295694665318564]]]}"
13005;13205;13055;MARSEILLE--5E--ARRONDISSEMENT;BOUCHES-DU-RHONE;35.0;218.0;44.5;43.2928061953,5.3975770959;"{""type"": ""Polygon"", ""coordinates"": [[[5.391944697791542, 43.28476018297098], [5.385563774200395, 43.29429693114428], [5.389078069139432, 43.300312137417784], [5.408970526273654, 43.295694665318564], [5.413891895649146, 43.291696929776776], [5.391944697791542, 43.28476018297098]]]}"
13006;13206;13055;MARSEILLE--6E--ARRONDISSEMENT;BOUCHES-DU-RHONE;41.0;206.0;43.3;43.2870989546,5.38104785394;"{""type"": ""Polygon"", ""coordinates"": [[[5.373816144133317, 43.279193231831556], [5.372144736531373, 43.290965444448595], [5.380357790047036, 43.29294477171], [5.381847823036012, 43.295908846993086], [5.385563774200395, 43.29429693114428], [5.391944697791542, 43.28476018297098], [5.388736591930501, 43.28314821474665], [5.373816144133317, 43.279193231831556]]]}"
13007;13207;13055;MARSEILLE--7E--ARRONDISSEMENT;BOUCHES-DU-RHONE;35.0;584.0;35.9;43.28251778,5.36323440435;"{""type"": ""Polygon"", ""coordinates"": [[[5.367986667220953, 43.268314734348536], [5.347862812274424, 43.282217196721504], [5.357269252321337, 43.29385584656289], [5.371008366340329, 43.29359128652747], [5.372144736531373, 43.290965444448595], [5.373816144133317, 43.279193231831556], [5.372030184473701, 43.269611944439376], [5.367986667220953, 43.268314734348536]]]}"
13008;13208;13055;MARSEILLE--8E--ARRONDISSEMENT;BOUCHES-DU-RHONE;62.0;2077.0;78.8;43.2417271832,5.37464436293;"{""type"": ""Polygon"", ""coordinates"": [[[5.381535321505125, 43.20959327756609], [5.362663331701621, 43.207803324026266], [5.340528672267841, 43.21441396712958], [5.350139572324477, 43.23047548706692], [5.358880289850691, 43.23686327513396], [5.362548561358124, 43.242884570650105], [5.368091530223108, 43.24387006418966], [5.373330583985266, 43.24823671484153], [5.373711535928131, 43.25869464506205], [5.367986667220953, 43.268314734348536], [5.372030184473701, 43.269611944439376], [5.373816144133317, 43.279193231831556], [5.388736591930501, 43.28314821474665], [5.399825837296049, 43.2746227904019], [5.3956652242852154, 43.26489657711043], [5.395780075295956, 43.24779498471138], [5.389509259898889, 43.23460586148299], [5.380518025779248, 43.22669615103002], [5.381535321505125, 43.20959327756609]]]}"
13009;13209;13055;MARSEILLE--9E--ARRONDISSEMENT;BOUCHES-DU-RHONE;206.0;6358.0;76.8;43.2340834927,5.45249683067;"{""type"": ""Polygon"", ""coordinates"": [[[5.510186058946408, 43.19790289844639], [5.500245214439708, 43.20127452797552], [5.5016010177496995, 43.19764331750484], [5.458577853521497, 43.21018740984171], [5.445119996938036, 43.211978058714394], [5.453375793432297, 43.20068550834944], [5.422303950541979, 43.210683722925474], [5.427721319956086, 43.20404652859226], [5.396696737403804, 43.21236234603434], [5.381535321505125, 43.20959327756609], [5.380518025779248, 43.22669615103002], [5.389509259898889, 43.23460586148299], [5.395780075295956, 43.24779498471138], [5.3956652242852154, 43.26489657711043], [5.399825837296049, 43.2746227904019], [5.409343366469444, 43.27513092613395], [5.414401381163323, 43.269438207883006], [5.427531407858485, 43.26537307798649], [5.433828579174771, 43.26021855470541], [5.452243945191251, 43.25746208764504], [5.470456832158194, 43.25375310664163], [5.484103636513425, 43.25614000237635], [5.485242401482099, 43.26256668430157], [5.491759385506136, 43.267186480846235], [5.513050392497731, 43.263444248590574], [5.519641387315469, 43.244327867749924], [5.524095949972257, 43.23865292281305], [5.522210649245528, 43.23551104935215], [5.512890483104896, 43.23461241618509], [5.507343888487378, 43.22962053645335], [5.516995902823777, 43.214159460073205], [5.510186058946408, 43.19790289844639]]]}"
13010;13210;13055;MARSEILLE-10E--ARRONDISSEMENT;BOUCHES-DU-RHONE;100.0;1074.0;51.2;43.2755155435,5.42681101081;"{""type"": ""Polygon"", ""coordinates"": [[[5.452243945191251, 43.25746208764504], [5.433828579174771, 43.26021855470541], [5.427531407858485, 43.26537307798649], [5.414401381163323, 43.269438207883006], [5.409343366469444, 43.27513092613395], [5.399825837296049, 43.2746227904019], [5.388736591930501, 43.28314821474665], [5.391944697791542, 43.28476018297098], [5.413891895649146, 43.291696929776776], [5.425802140952967, 43.29014324901596], [5.426052267111644, 43.28671769877557], [5.439819101480126, 43.28452675750826], [5.454034115825, 43.271758043317405], [5.458093757827827, 43.262107967653], [5.452243945191251, 43.25746208764504]]]}"
13011;13211;13055;MARSEILLE-11E--ARRONDISSEMENT;BOUCHES-DU-RHONE;177.0;3351.0;56.7;43.2884471881,5.48381466229;"{""type"": ""Polygon"", ""coordinates"": [[[5.484103636513425, 43.25614000237635], [5.470456832158194, 43.25375310664163], [5.452243945191251, 43.25746208764504], [5.458093757827827, 43.262107967653], [5.454034115825, 43.271758043317405], [5.439819101480126, 43.28452675750826], [5.426052267111644, 43.28671769877557], [5.425802140952967, 43.29014324901596], [5.4275773544223025, 43.29338833171464], [5.436665352717548, 43.29560477475758], [5.47358067160809, 43.30134517896796], [5.475104148909093, 43.31472950877414], [5.49781057591644, 43.31535027665268], [5.51374939094617, 43.32159608161272], [5.522810628113824, 43.320763993486246], [5.530284973035355, 43.29867346964723], [5.518421010896978, 43.288015348118265], [5.514010988081058, 43.28859504944856], [5.505738512395604, 43.281380124821474], [5.506134049221221, 43.27489092067836], [5.5144425792644824, 43.26769584017153], [5.513050392497731, 43.263444248590574], [5.491759385506136, 43.267186480846235], [5.485242401482099, 43.26256668430157], [5.484103636513425, 43.25614000237635]]]}"
13012;13212;13055;MARSEILLE-12E--ARRONDISSEMENT;BOUCHES-DU-RHONE;118.0;1407.0;58.7;43.3077683678,5.43991567678;"{""type"": ""Polygon"", ""coordinates"": [[[5.425802140952967, 43.29014324901596], [5.413891895649146, 43.291696929776776], [5.408970526273654, 43.295694665318564], [5.410528505495336, 43.314982695704835], [5.431502164700163, 43.32276604539959], [5.459661138577253, 43.31851103658221], [5.466645382848088, 43.323005012249844], [5.475104148909093, 43.31472950877414], [5.47358067160809, 43.30134517896796], [5.436665352717548, 43.29560477475758], [5.4275773544223025, 43.29338833171464], [5.425802140952967, 43.29014324901596]]]}"
13013;13213;13055;MARSEILLE-13E--ARRONDISSEMENT;BOUCHES-DU-RHONE;648.0;2800.0;89.3;43.3492780005,5.43372238738;"{""type"": ""Polygon"", ""coordinates"": [[[5.410528505495336, 43.314982695704835], [5.393642528492316, 43.31646488371854], [5.407946451015113, 43.334606280481964], [5.414895723412272, 43.35126363283738], [5.415168826725396, 43.37866350875324], [5.42457383380506, 43.383412460437356], [5.439819323601976, 43.390234290549934], [5.447505381533793, 43.38697356435981], [5.463686091148949, 43.36105389432599], [5.452204427764783, 43.34547409664152], [5.4549584681310215, 43.33572730670379], [5.466645382848088, 43.323005012249844], [5.459661138577253, 43.31851103658221], [5.431502164700163, 43.32276604539959], [5.410528505495336, 43.314982695704835]]]}"
13014;13214;13055;MARSEILLE-14E--ARRONDISSEMENT;BOUCHES-DU-RHONE;137.0;1637.0;61.9;43.3455018067,5.39408915769;"{""type"": ""Polygon"", ""coordinates"": [[[5.39318428115543, 43.316412029412255], [5.371580488653522, 43.32008305182218], [5.368641824113105, 43.337058303055116], [5.376049814087973, 43.34148580262007], [5.380366181402066, 43.358212068795694], [5.39446037441318, 43.36730627921458], [5.395979973348174, 43.370620744241336], [5.3916236498087144, 43.37207615969766], [5.415168826725396, 43.37866350875324], [5.414895723412272, 43.35126363283738], [5.407946451015113, 43.334606280481964], [5.393642528492316, 43.31646488371854], [5.39318428115543, 43.316412029412255]]]}"
13015;13215;13055;MARSEILLE-15E--ARRONDISSEMENT;BOUCHES-DU-RHONE;124.0;1663.0;77.7;43.358794754,5.363407897;"{""type"": ""Polygon"", ""coordinates"": [[[5.369125126911182, 43.31672594361934], [5.354777491103132, 43.33481409522519], [5.345515525225727, 43.33626635709658], [5.337730085248077, 43.33947688599826], [5.3459531539790355, 43.34216980271654], [5.351362050170568, 43.354751328185955], [5.346791836846597, 43.36427361895338], [5.332279390349889, 43.37144546411037], [5.337395913017613, 43.37652813042625], [5.353825447060562, 43.37670303357074], [5.350372962010059, 43.38250219727965], [5.371478393074058, 43.388603020357934], [5.377116634588628, 43.38378116870471], [5.377977284279147, 43.3705588606786], [5.3916236498087144, 43.37207615969766], [5.395979973348174, 43.370620744241336], [5.39446037441318, 43.36730627921458], [5.380366181402066, 43.358212068795694], [5.376049814087973, 43.34148580262007], [5.368641824113105, 43.337058303055116], [5.371580488653522, 43.32008305182218], [5.369125126911182, 43.31672594361934]]]}"
13016;13216;13055;MARSEILLE-16E--ARRONDISSEMENT;BOUCHES-DU-RHONE;104.0;1420.0;17.6;43.3649054121,5.31337828595;"{""type"": ""Polygon"", ""coordinates"": [[[5.337730085248077, 43.33947688599826], [5.329078355134878, 43.34476647438929], [5.339604152635845, 43.34190233234961], [5.341406907746198, 43.34408629993345], [5.324113798009626, 43.353756166105], [5.316713245481658, 43.35404990587731], [5.313493306530385, 43.359554764805544], [5.303969859650236, 43.360450986090505], [5.282250636130828, 43.35365747204335], [5.278845022710742, 43.3660860239046], [5.283305582360426, 43.37498289742476], [5.2787849926827874, 43.38046915084141], [5.300135756269961, 43.38706453204486], [5.31918823936611, 43.3720238306108], [5.332279390349889, 43.37144546411037], [5.346791836846597, 43.36427361895338], [5.351362050170568, 43.354751328185955], [5.3459531539790355, 43.34216980271654], [5.337730085248077, 43.33947688599826]]]}"
13080;13001;13055;AIX-EN-PROVENCE;BOUCHES-DU-RHONE;236.0;18759.0;141.9;43.5360708378,5.39857444582;"{""type"": ""Polygon"", ""coordinates"": [[[5.301002589064487, 43.446114936595045], [5.298483447817306, 43.45912014166257], [5.289915030001163, 43.4664209716371], [5.289305152894978, 43.47313929640353], [5.271657922982974, 43.48567937952667], [5.269571894227765, 43.495461784468105], [5.291801363625438, 43.512815860188134], [5.294161903103133, 43.51958864644784], [5.306781274750302, 43.51504557399661], [5.334287056175849, 43.51929068700474], [5.348489862538126, 43.53631136766636], [5.353078151296627, 43.535356845790574], [5.360388534510221, 43.539527672336725], [5.373639465300958, 43.54159697258545], [5.381736685108345, 43.56438222155725], [5.357502581819215, 43.58858516773918], [5.334503639199972, 43.59279961316724], [5.340577666414934, 43.59779077435936], [5.356852471345463, 43.603208911118976], [5.366322666316932, 43.61837800908917], [5.3653383115847735, 43.6248537399574], [5.411258165812632, 43.622674235347056], [5.444232052261843, 43.6220815510641], [5.463795498283422, 43.613645829396354], [5.465090468146154, 43.57632119718141], [5.493953579853799, 43.566651101424284], [5.4974700218746, 43.56040394918012], [5.480426897839386, 43.536390980215145], [5.483114279738093, 43.53358399973296], [5.50630302329369, 43.532213650854594], [5.504571303335343, 43.5291030353668], [5.487468484003867, 43.52441959157315], [5.478661524445037, 43.525017247040914], [5.47950920131956, 43.51255771436222], [5.471441000141422, 43.51188671952746], [5.464782977867767, 43.50343285342143], [5.465241407724793, 43.49711245590296], [5.470883561927316, 43.49202427438368], [5.469146867785413, 43.489012382594154], [5.457415025614134, 43.47890947961258], [5.441786111562771, 43.47152166932406], [5.433593644617256, 43.473605155354555], [5.406891414357507, 43.47051996845833], [5.387538063190512, 43.46190210537749], [5.359344064117286, 43.47977418093231], [5.3328139595303075, 43.48758500736634], [5.321151375148569, 43.48164277216635], [5.32750784439473, 43.46126384545828], [5.301002589064487, 43.446114936595045]]]}"
13090;13001;13055;AIX-EN-PROVENCE;BOUCHES-DU-RHONE;236.0;18759.0;141.9;43.5360708378,5.39857444582;"{""type"": ""Polygon"", ""coordinates"": [[[5.301002589064487, 43.446114936595045], [5.298483447817306, 43.45912014166257], [5.289915030001163, 43.4664209716371], [5.289305152894978, 43.47313929640353], [5.271657922982974, 43.48567937952667], [5.269571894227765, 43.495461784468105], [5.291801363625438, 43.512815860188134], [5.294161903103133, 43.51958864644784], [5.306781274750302, 43.51504557399661], [5.334287056175849, 43.51929068700474], [5.348489862538126, 43.53631136766636], [5.353078151296627, 43.535356845790574], [5.360388534510221, 43.539527672336725], [5.373639465300958, 43.54159697258545], [5.381736685108345, 43.56438222155725], [5.357502581819215, 43.58858516773918], [5.334503639199972, 43.59279961316724], [5.340577666414934, 43.59779077435936], [5.356852471345463, 43.603208911118976], [5.366322666316932, 43.61837800908917], [5.3653383115847735, 43.6248537399574], [5.411258165812632, 43.622674235347056], [5.444232052261843, 43.6220815510641], [5.463795498283422, 43.613645829396354], [5.465090468146154, 43.57632119718141], [5.493953579853799, 43.566651101424284], [5.4974700218746, 43.56040394918012], [5.480426897839386, 43.536390980215145], [5.483114279738093, 43.53358399973296], [5.50630302329369, 43.532213650854594], [5.504571303335343, 43.5291030353668], [5.487468484003867, 43.52441959157315], [5.478661524445037, 43.525017247040914], [5.47950920131956, 43.51255771436222], [5.471441000141422, 43.51188671952746], [5.464782977867767, 43.50343285342143], [5.465241407724793, 43.49711245590296], [5.470883561927316, 43.49202427438368], [5.469146867785413, 43.489012382594154], [5.457415025614134, 43.47890947961258], [5.441786111562771, 43.47152166932406], [5.433593644617256, 43.473605155354555], [5.406891414357507, 43.47051996845833], [5.387538063190512, 43.46190210537749], [5.359344064117286, 43.47977418093231], [5.3328139595303075, 43.48758500736634], [5.321151375148569, 43.48164277216635], [5.32750784439473, 43.46126384545828], [5.301002589064487, 43.446114936595045]]]}"
13100;13012;13055;BEAURECUEIL;BOUCHES-DU-RHONE;317.0;1006.0;0.6000000000000001;43.5220542383,5.545935902;"{""type"": ""Polygon"", ""coordinates"": [[[5.562057386590785, 43.50426584147481], [5.549683299478986, 43.50020065460882], [5.536934269271496, 43.50440639976127], [5.531688746789094, 43.505483163146], [5.533346338750129, 43.51194367661639], [5.527835681657642, 43.51713121641852], [5.531213087566021, 43.52303862256452], [5.526203846913506, 43.52840342864303], [5.525884278249759, 43.538015815485736], [5.533925074195421, 43.53964671655999], [5.54534003235381, 43.5347525601016], [5.55212314615722, 43.538707105046875], [5.561057998099656, 43.53872163182693], [5.570435024468319, 43.536726501534744], [5.5630279578533095, 43.524082958104124], [5.55838593457905, 43.5234633835715], [5.556385327181864, 43.513257451677404], [5.562057386590785, 43.50426584147481]]]}"
13103;13057;13100;MAS-BLANC-DES-ALPILLES;BOUCHES-DU-RHONE;25.0;156.0;0.5;43.7878902175,4.76385153358;"{""type"": ""Polygon"", ""coordinates"": [[[4.772856247736804, 43.782374410021404], [4.759004188451603, 43.78157278360983], [4.755481681408834, 43.78783125166897], [4.7554364820581725, 43.791216352001875], [4.767544787522753, 43.79623225468882], [4.772856247736804, 43.782374410021404]]]}"
13105;13062;13055;MIMET;BOUCHES-DU-RHONE;440.0;1887.0;4.5;43.4128431127,5.49899491017;"{""type"": ""Polygon"", ""coordinates"": [[[5.47980934351237, 43.38541918277742], [5.475391905699255, 43.3914607626757], [5.477378930164563, 43.41210811506103], [5.464344419226715, 43.43006526531048], [5.486505069934985, 43.43158401462124], [5.499996085477229, 43.42854614535689], [5.518349477729582, 43.42912907304019], [5.529480121504161, 43.440148191175155], [5.535253368123789, 43.42539527451513], [5.533233700599722, 43.416549429130136], [5.528551948151621, 43.416505835006376], [5.51561488311044, 43.40669903744319], [5.504459492426604, 43.38809186182851], [5.47980934351237, 43.38541918277742]]]}"
13109;13107;13055;SIMIANE-COLLONGUE;BOUCHES-DU-RHONE;377.0;3019.0;5.6;43.411551859,5.43796924424;"{""type"": ""Polygon"", ""coordinates"": [[[5.42457383380506, 43.383412460437356], [5.40941426146764, 43.39064535221499], [5.398091601605583, 43.40059030090522], [5.392716709168976, 43.416496168468036], [5.414667586056271, 43.421733354405994], [5.418515386701726, 43.427785993605696], [5.417183204138828, 43.43458431346835], [5.445012472461539, 43.44741611653223], [5.44987553561891, 43.438611329040256], [5.464344419226715, 43.43006526531048], [5.477378930164563, 43.41210811506103], [5.475391905699255, 43.3914607626757], [5.447505381533793, 43.38697356435981], [5.439819323601976, 43.390234290549934], [5.42457383380506, 43.383412460437356]]]}"
13110;13077;13055;PORT-DE-BOUC;BOUCHES-DU-RHONE;25.0;1175.0;17.2;43.4233518835,4.99266322339;"{""type"": ""Polygon"", ""coordinates"": [[[4.995505462629874, 43.40348500705678], [4.9839731575480375, 43.40443486671964], [4.982354468641179, 43.396140268004835], [4.9759068607532715, 43.40208959019085], [4.972215251068439, 43.42186521909751], [4.980415344856365, 43.4326858104883], [4.980825100555379, 43.445304530648535], [5.016999061420988, 43.43885045384884], [5.021420723098019, 43.43288234757668], [5.023449428684287, 43.42982063691813], [5.014337921571777, 43.43127738071241], [5.006921285425335, 43.42787825650958], [5.004519794848772, 43.40466838948504], [4.995505462629874, 43.40348500705678]]]}"
