codePostal;CodeINSEE;BV;Commune;Département;Altitude Moyenne;Superficie;Population;geo_point_2d;geo_shape
57850;57163;57630;DABO;MOSELLE;519.0;4873.0;2.6;48.6429413775,7.23926887176;"{""type"": ""Polygon"", ""coordinates"": [[[7.256281654444215, 48.588675507652], [7.252131873976653, 48.59091390474782], [7.236181311099907, 48.59047426389702], [7.223267490411454, 48.60141001959656], [7.221318689340026, 48.6046950700294], [7.21919554273057, 48.62232689168301], [7.216953203652417, 48.625523098297165], [7.197004809860857, 48.642099824757686], [7.196958103877762, 48.65252322095846], [7.187413935374551, 48.6513279941418], [7.181310951579408, 48.645561526903414], [7.186629929723985, 48.65477839845807], [7.197339761077091, 48.66150825116227], [7.190987258009121, 48.67351362734752], [7.182972000199382, 48.67005734331302], [7.195607933682569, 48.67889047291415], [7.19149913432472, 48.6849799080001], [7.17644624213796, 48.685733703497625], [7.189870759627278, 48.68621713132021], [7.196528296712664, 48.690009065544956], [7.198294339893114, 48.68946946899352], [7.197741387456352, 48.68258937909417], [7.201605819380689, 48.68023734915037], [7.221905886882424, 48.68367208274455], [7.242501091437362, 48.68199465819882], [7.257235958829995, 48.67284863366439], [7.261660989844571, 48.67157342699122], [7.265768896266252, 48.66241853802315], [7.270589122486052, 48.662497993552456], [7.304355679420538, 48.66021028025345], [7.280715870602966, 48.63721810775213], [7.267285945085937, 48.63187212574394], [7.276776815859821, 48.62428884997834], [7.256654035753278, 48.599931588183196], [7.265138661762516, 48.59171828157749], [7.256281654444215, 48.588675507652]]]}"
57855;57622;54280;SAINT-PRIVAT-LA-MONTAGNE;MOSELLE;317.0;584.0;1.6;49.1857329152,6.04088915822;"{""type"": ""Polygon"", ""coordinates"": [[[6.057501467943787, 49.17581606428672], [6.053728182139412, 49.17350058905021], [6.038588402643136, 49.17390170772306], [6.023259118177652, 49.18350965273505], [6.022162695974146, 49.19387467562264], [6.02588117832778, 49.196426390354134], [6.054750210438289, 49.19522972452082], [6.058356688607828, 49.189820916381116], [6.054948607423338, 49.18301563966408], [6.057501467943787, 49.17581606428672]]]}"
57860;57481;54280;MONTOIS-LA-MONTAGNE;MOSELLE;274.0;705.0;2.4;49.2211420359,6.02743804311;"{""type"": ""Polygon"", ""coordinates"": [[[6.018287224461915, 49.207916947070764], [6.003518503526807, 49.2089698417909], [6.000876143655606, 49.21407381989593], [6.009565182510229, 49.22179210070001], [6.018682374862675, 49.22362426169422], [6.030761089904645, 49.23308240204686], [6.03200346847142, 49.24301932329079], [6.037129673041147, 49.242800311397176], [6.046552461235828, 49.22782604672547], [6.051630042201989, 49.227274725791254], [6.044296346826096, 49.223105808554564], [6.040136880116333, 49.21076828942277], [6.018287224461915, 49.207916947070764]]]}"
57865;57017;54280;AMANVILLERS;MOSELLE;323.0;978.0;2.1;49.1595048977,6.04632244195;"{""type"": ""Polygon"", ""coordinates"": [[[6.077713043623921, 49.147390943896205], [6.058430200511392, 49.145093464033685], [6.024074525817361, 49.15026267814766], [6.011191403017252, 49.153500896168175], [6.018924787952606, 49.16191745314299], [6.031131766449845, 49.16748579289629], [6.031007143831787, 49.17051197950771], [6.038588402643136, 49.17390170772306], [6.053728182139412, 49.17350058905021], [6.057501467943787, 49.17581606428672], [6.066216489437144, 49.17860847330111], [6.067955964440652, 49.17554107770479], [6.063531662063091, 49.16107810260812], [6.077713043623921, 49.147390943896205]]]}"
57870;57298;57630;HARREBERG;MOSELLE;400.0;577.0;0.4;48.6629610218,7.17414816773;"{""type"": ""Polygon"", ""coordinates"": [[[7.181310951579408, 48.645561526903414], [7.168164657719088, 48.65031004478002], [7.162880235148459, 48.6592320085022], [7.164490949936468, 48.66562488267824], [7.159095416840958, 48.671298794857634], [7.135298852565554, 48.67545091036336], [7.155367162104167, 48.67965239907398], [7.170004127458463, 48.667233425420456], [7.182972000199382, 48.67005734331302], [7.190987258009121, 48.67351362734752], [7.197339761077091, 48.66150825116227], [7.186629929723985, 48.65477839845807], [7.181310951579408, 48.645561526903414]]]}"
57880;57274;57160;GUERTING;MOSELLE;285.0;559.0;0.9;49.1937313048,6.61915657628;"{""type"": ""Polygon"", ""coordinates"": [[[6.603717307809503, 49.18090445573903], [6.602606437908155, 49.19945011995521], [6.618800409813616, 49.206938242443215], [6.625542466823212, 49.21121729409943], [6.631431775186327, 49.20666601646925], [6.627428563031581, 49.20090084629008], [6.635349967393299, 49.19792601839415], [6.633599555965737, 49.19177796902231], [6.639906238992377, 49.18773549705556], [6.628386328221805, 49.18264732668599], [6.603717307809503, 49.18090445573903]]]}"
57890;57550;57160;PORCELETTE;MOSELLE;255.0;1339.0;2.5;49.1603232212,6.66533625772;"{""type"": ""Polygon"", ""coordinates"": [[[6.653308120928572, 49.14478559629377], [6.629755909973763, 49.14836073708627], [6.637386402803906, 49.163619590090235], [6.6677033936110135, 49.18240074479063], [6.683816161583196, 49.16998333799544], [6.693027982037081, 49.168080918825765], [6.703589444288566, 49.15321148787401], [6.653308120928572, 49.14478559629377]]]}"
57905;57633;57631;SARREINSMING;MOSELLE;249.0;724.0;1.3;49.0924332105,7.11956483456;"{""type"": ""Polygon"", ""coordinates"": [[[7.099342443408859, 49.07789130441952], [7.096660779758944, 49.08245752324581], [7.100963820236094, 49.087469633899424], [7.091498630280547, 49.094328826402325], [7.112955690391129, 49.10384195149409], [7.12880221990119, 49.10343351643471], [7.138739108428395, 49.09651006918983], [7.143639724177915, 49.096926371490646], [7.147285476542373, 49.08834615663311], [7.144716175314449, 49.082618463385565], [7.1258123059719, 49.08672671818972], [7.111441620416821, 49.08424833517819], [7.099342443408859, 49.07789130441952]]]}"
57910;57289;57631;HAMBACH;MOSELLE;241.0;1748.0;2.7;49.0541849142,7.03768665525;"{""type"": ""Polygon"", ""coordinates"": [[[7.013036424683932, 49.0303884880258], [7.002308712072361, 49.041658783587934], [7.002599375965809, 49.04507030972524], [7.011198633398744, 49.04894270550437], [7.007805866557788, 49.0621105875994], [7.024863566678794, 49.06970580151896], [7.022976936066845, 49.07664737064602], [7.03390936218466, 49.092270039724276], [7.038607136319375, 49.09274240818132], [7.041012952003294, 49.08052538250149], [7.032512472915543, 49.07238419582386], [7.051920725359523, 49.06893085010413], [7.062114234363511, 49.05754827695792], [7.072338008345649, 49.057246900452036], [7.078659891942998, 49.050360627684256], [7.054912614447617, 49.03062816761963], [7.032000073406853, 49.03831499277602], [7.021408815852567, 49.038067166555024], [7.013036424683932, 49.0303884880258]]]}"
57915;57752;57631;WOUSTVILLER;MOSELLE;235.0;1080.0;3.2;49.0785622468,7.0055640876;"{""type"": ""Polygon"", ""coordinates"": [[[6.9865053408253335, 49.06162235476982], [6.981531805565905, 49.062687689058656], [6.9840017063059, 49.07236489265862], [6.978335429945413, 49.07763032321625], [6.98902578377401, 49.083874776842464], [6.991025830830478, 49.089912211806165], [7.001192762131181, 49.09145558249527], [7.007006025666906, 49.09714064169136], [7.011779321886275, 49.09770157170936], [7.01675293776408, 49.09324103861306], [7.025786237565332, 49.09517138243196], [7.03390936218466, 49.092270039724276], [7.022976936066845, 49.07664737064602], [7.024863566678794, 49.06970580151896], [7.007805866557788, 49.0621105875994], [6.9865053408253335, 49.06162235476982]]]}"
57920;57001;57463;ABONCOURT;MOSELLE;230.0;593.0;0.4;49.2565158648,6.35416455836;"{""type"": ""Polygon"", ""coordinates"": [[[6.379857218057501, 49.25816936648055], [6.373024442103175, 49.25332185996924], [6.3585034854832, 49.24985815785833], [6.345001069430396, 49.239804992380115], [6.339802326202534, 49.24016511600113], [6.341231822189773, 49.250158154786384], [6.334155354700416, 49.25849707502843], [6.336600730613695, 49.26443091199368], [6.336794841245713, 49.26530731505561], [6.367942994154214, 49.26709573023865], [6.3759161546007554, 49.263705528948236], [6.375107079835765, 49.25763658514403], [6.379857218057501, 49.25816936648055]]]}"
57925;57179;57269;DISTROFF;MOSELLE;204.0;798.0;1.6;49.336051033,6.26255383896;"{""type"": ""Polygon"", ""coordinates"": [[[6.25046084141498, 49.322214143990955], [6.246770531162571, 49.32437369215785], [6.247148988248528, 49.3308231330424], [6.228501385963946, 49.33287954790835], [6.22835907453285, 49.33610411045784], [6.239716050739569, 49.341350843031606], [6.248920844229772, 49.339502194591354], [6.2572833586018355, 49.350702582871506], [6.277919285312926, 49.34842602897179], [6.278661246269531, 49.347317299065416], [6.290942350208893, 49.331319928614576], [6.27400818200872, 49.32391705073923], [6.258984408339291, 49.32576300467549], [6.25046084141498, 49.322214143990955]]]}"
57930;57066;57630;BERTHELMING;MOSELLE;253.0;1076.0;0.5;48.8213061613,6.98183479413;"{""type"": ""Polygon"", ""coordinates"": [[[7.005289795241934, 48.80677403459176], [6.99846835656222, 48.81115395054584], [6.972517025851861, 48.81019178237559], [6.935229965644446, 48.83223575098426], [6.967727058982537, 48.83466407436475], [6.979219492938638, 48.82850986967171], [6.999029613217706, 48.828415855656324], [7.021219644858643, 48.820809249936865], [7.016566195071006, 48.8113932736832], [7.008296113988809, 48.80757370554175], [7.005289795241934, 48.80677403459176]]]}"
57935;57426;57269;LUTTANGE;MOSELLE;239.0;1279.0;0.9;49.273930831,6.29636780272;"{""type"": ""Polygon"", ""coordinates"": [[[6.336600730613695, 49.26443091199368], [6.326512025489936, 49.265114539818235], [6.299154044488796, 49.25631972483041], [6.284421294762855, 49.257882646695364], [6.279787951793161, 49.262633470700685], [6.283467212978675, 49.267958795616714], [6.279818772101509, 49.27004649922058], [6.261323394854313, 49.27262644216572], [6.24840723385956, 49.27626798132075], [6.27802187752958, 49.29004231224997], [6.27360679769965, 49.29980709475182], [6.301259274986981, 49.278935802459], [6.30644140503335, 49.27803807873925], [6.319399230139378, 49.28407937482701], [6.329831721538898, 49.285042507597126], [6.336794841245713, 49.26530731505561], [6.336600730613695, 49.26443091199368]]]}"
57940;57465;57269;METZERVISSE;MOSELLE;221.0;899.0;1.8;49.3168013752,6.28918104694;"{""type"": ""Polygon"", ""coordinates"": [[[6.318582537747691, 49.312668262281704], [6.279325938851084, 49.29909399163343], [6.274430266913086, 49.29977575606341], [6.272655087578436, 49.30953169559918], [6.262583707911114, 49.32042966138717], [6.252780801547734, 49.32189975124876], [6.25046084141498, 49.322214143990955], [6.258984408339291, 49.32576300467549], [6.27400818200872, 49.32391705073923], [6.290942350208893, 49.331319928614576], [6.305974173946593, 49.3315211047586], [6.318582537747691, 49.312668262281704]]]}"
57950;57480;57463;MONTIGNY-LES-METZ;MOSELLE;177.0;670.0;22.7;49.0953199106,6.15452599506;"{""type"": ""Polygon"", ""coordinates"": [[[6.164706806369411, 49.081300271795406], [6.161083898938111, 49.079397973318834], [6.144091996890025, 49.0894631674511], [6.127632442810682, 49.10459581591154], [6.142114523326656, 49.104982970236314], [6.142308140606404, 49.11133964008517], [6.14592436119421, 49.11333264212457], [6.151604817285177, 49.1086937508479], [6.160239518952857, 49.108467061531684], [6.163638328447609, 49.10599310858383], [6.159794562051409, 49.09982237420164], [6.171958728771699, 49.093922924885206], [6.179275089483572, 49.0816265331725], [6.164706806369411, 49.081300271795406]]]}"
57960;57456;57089;MEISENTHAL;MOSELLE;338.0;630.0;0.7000000000000001;48.9707983496,7.34611209492;"{""type"": ""Polygon"", ""coordinates"": [[[7.368108946886269, 48.95354701321401], [7.359096072867631, 48.956469124563135], [7.35512433427275, 48.95444312840685], [7.346173003306567, 48.96236032392318], [7.3317966105099, 48.965456697432714], [7.330405005964286, 48.972225347562016], [7.32086010183911, 48.98032382360912], [7.32644131837707, 48.985895105200804], [7.346260384182761, 48.98383618936385], [7.361831685797709, 48.97064415137337], [7.370723884283132, 48.958621169255785], [7.367719736632474, 48.9559118182969], [7.368108946886269, 48.95354701321401]]]}"
57970;57118;57269;BUDLING;MOSELLE;236.0;572.0;0.2;49.3468728627,6.34426099542;"{""type"": ""Polygon"", ""coordinates"": [[[6.3412360749548125, 49.33565186749591], [6.316094333798814, 49.3433264663762], [6.324804921790536, 49.35135511528531], [6.3632760029320234, 49.35693889017884], [6.372387722315664, 49.349262324408826], [6.3412360749548125, 49.33565186749591]]]}"
57980;57176;57207;DIEBLING;MOSELLE;262.0;782.0;1.6;49.1049228082,6.9358597746;"{""type"": ""Polygon"", ""coordinates"": [[[6.93743368850506, 49.08383058544596], [6.923818576642273, 49.09823875565969], [6.913422119893779, 49.099081951014945], [6.910412690613817, 49.107524933798196], [6.910887559606367, 49.108184640017676], [6.927038374238159, 49.11630004205767], [6.956040650282851, 49.12218168602012], [6.9575036188452755, 49.12104425620639], [6.945615443579353, 49.08778428223689], [6.93743368850506, 49.08383058544596]]]}"
57990;57340;57631;HUNDLING;MOSELLE;242.0;661.0;1.4;49.1019689356,6.98521601159;"{""type"": ""Polygon"", ""coordinates"": [[[6.978335429945413, 49.07763032321625], [6.976174984959686, 49.080015577102564], [6.9749558580993725, 49.08520548173801], [6.971453122461555, 49.08385390949237], [6.974275415688543, 49.11243374515196], [6.986571806459741, 49.122172275160274], [7.000947004287148, 49.12022725254086], [6.999254588654547, 49.10648261971957], [6.991025830830478, 49.089912211806165], [6.98902578377401, 49.083874776842464], [6.978335429945413, 49.07763032321625]]]}"
58000;58051;58194;CHALLUY;NIEVRE;204.0;1888.0;1.6;46.9425745079,3.14061478033;"{""type"": ""Polygon"", ""coordinates"": [[[3.16366884656665, 46.920131993903986], [3.158764148557393, 46.91457460523673], [3.149149261000532, 46.915739917543526], [3.135344582933813, 46.912569667953335], [3.126415733010104, 46.91499278594673], [3.122666126117274, 46.9128629751451], [3.118025182326714, 46.91757672480618], [3.110157684010222, 46.91928619958676], [3.119583921141223, 46.92128461220447], [3.117792095309251, 46.93122644117385], [3.122899305766268, 46.94032373198866], [3.11848597558627, 46.959983087057786], [3.125832113623363, 46.963486675929225], [3.141250521221788, 46.97547048145242], [3.159238990340886, 46.97769792384156], [3.158793041648772, 46.93337412961968], [3.16366884656665, 46.920131993903986]]]}"
58110;58001;58083;ACHUN;NIEVRE;284.0;2451.0;0.1;47.1296847784,3.66418782377;"{""type"": ""Polygon"", ""coordinates"": [[[3.67037781926913, 47.09337525673852], [3.646081554749083, 47.104452698606984], [3.632167804123577, 47.10650133050544], [3.61909694260503, 47.116583741426176], [3.619715007344529, 47.11986663891174], [3.629376563125593, 47.12042670128705], [3.635149979453257, 47.12569809282655], [3.647959740594355, 47.146622694252976], [3.652738180437332, 47.145641499019234], [3.664531160105803, 47.151696595732986], [3.666782351329731, 47.16403606843141], [3.67758987325017, 47.171067840917196], [3.684016331284163, 47.16977861143318], [3.677034814984829, 47.164723833626944], [3.699918156866246, 47.146905350744895], [3.700269086652844, 47.14344596225884], [3.69449071406587, 47.13024590562266], [3.670755626606816, 47.107850550740274], [3.675334723880077, 47.09863142335216], [3.67037781926913, 47.09337525673852]]]}"
58120;58034;58062;BLISMES;NIEVRE;353.0;2686.0;0.2;47.1229051277,3.82149809413;"{""type"": ""Polygon"", ""coordinates"": [[[3.851680340075972, 47.09845739981483], [3.843197298663573, 47.100662428845865], [3.829615257428523, 47.09888792455922], [3.812799833503999, 47.10471560410007], [3.7891873517559542, 47.106823913595264], [3.773688697706778, 47.11389733737208], [3.776961669848548, 47.1195385808637], [3.772962817491849, 47.128577816704194], [3.78773914823504, 47.130449906258875], [3.803852699413256, 47.13875729510353], [3.804581482357865, 47.15575065423128], [3.81174321047789, 47.16065250957064], [3.821510883907722, 47.158890971469795], [3.829589525034887, 47.13920588987241], [3.838662644878344, 47.13634040821706], [3.8434099790002563, 47.13027356153685], [3.857672471934791, 47.12951145588949], [3.860051353243112, 47.126468609686164], [3.864486721194257, 47.125003988098406], [3.8711222305145423, 47.11277237504792], [3.851680340075972, 47.09845739981483]]]}"
58130;58022;#N/A;BALLERAY;NIEVRE;279.0;1646.0;0.2;47.0879110029,3.27769579826;"{""type"": ""Polygon"", ""coordinates"": [[[3.252483644282116, 47.06564756329602], [3.241146179413497, 47.07613352105451], [3.249298152549366, 47.08344482820024], [3.248819484033944, 47.093970563672165], [3.258724783144023, 47.09494817351295], [3.275886586482308, 47.10207500436429], [3.289585490697478, 47.11179189768423], [3.289577590207589, 47.115231103844714], [3.3029828734336473, 47.113918325815064], [3.310159541268864, 47.09140043423453], [3.3016487974265, 47.08762360717725], [3.297772769357697, 47.077964211723135], [3.277556704189599, 47.06792190391067], [3.252483644282116, 47.06564756329602]]]}"
58140;58037;21584;BRASSY;NIEVRE;475.0;5662.0;0.6000000000000001;47.2637724452,3.93404612826;"{""type"": ""Polygon"", ""coordinates"": [[[3.980940881099129, 47.23651107360344], [3.96691083686614, 47.239933149191494], [3.9573959690824463, 47.23864361273191], [3.950100333016672, 47.22975436123917], [3.9348701174957, 47.22117200395854], [3.932317514134523, 47.21495326409682], [3.928255841599619, 47.21695759806634], [3.924864436382944, 47.22337705940784], [3.912874382670598, 47.2286309883605], [3.900877410207484, 47.24623609537667], [3.879049774732141, 47.25437140328447], [3.875864991552474, 47.2642358895534], [3.869667434820256, 47.27355567217925], [3.871708443382963, 47.28031963731602], [3.880376315264205, 47.29257931065837], [3.8936688635564973, 47.296970208417015], [3.916154504061363, 47.29239241768252], [3.917277605628364, 47.30159363237335], [3.945936424163037, 47.295862755330276], [3.952972202051956, 47.300828905962796], [3.969699086383468, 47.283854563155124], [3.979716752012383, 47.28468873479176], [3.98688272408374, 47.26855732009283], [4.006760874027237, 47.25926619737412], [4.003339615811679, 47.25310158450604], [3.980940881099129, 47.23651107360344]]]}"
58150;58122;58059;GARCHY;NIEVRE;183.0;2130.0;0.4;47.2771676376,3.05332788878;"{""type"": ""Polygon"", ""coordinates"": [[[3.042292837339568, 47.24682896590141], [3.0364861830871632, 47.26219831793625], [3.031007951447766, 47.27936769154015], [3.008639749337624, 47.28833796121424], [3.008309525113257, 47.29187594221725], [3.017797505841544, 47.29438655131391], [3.025829102426036, 47.29347579731158], [3.044234150321855, 47.308531250014944], [3.053478616737354, 47.3011183992171], [3.075054387998587, 47.29475075258539], [3.0792462261667, 47.29282144710453], [3.084685490965033, 47.25983248026221], [3.074968210813155, 47.25196192470247], [3.065775653035143, 47.24923972049799], [3.055993900844687, 47.25112639595818], [3.042292837339568, 47.24682896590141]]]}"
58160;58025;58134;BEARD;NIEVRE;210.0;753.0;0.2;46.8687338106,3.3263533543;"{""type"": ""Polygon"", ""coordinates"": [[[3.334347657412021, 46.8507942046206], [3.313118789219634, 46.8631711815897], [3.298540273176375, 46.868963351291775], [3.306279739527864, 46.877127482421436], [3.337917980509569, 46.88454815500775], [3.3441930062429073, 46.8718071882673], [3.340973383383264, 46.86925067667292], [3.347677998040278, 46.86043386808119], [3.334347657412021, 46.8507942046206]]]}"
58170;58019;58149;AVREE;NIEVRE;273.0;1307.0;0.1;46.8229493433,3.87907755172;"{""type"": ""Polygon"", ""coordinates"": [[[3.8605303846322583, 46.804517549632045], [3.863008058117103, 46.810234808102955], [3.843856203124285, 46.81839984907143], [3.848352933391161, 46.83081982574049], [3.8574017241074543, 46.833057864385175], [3.872065033477138, 46.83109275158565], [3.8870924934935713, 46.84342193771679], [3.895213572898675, 46.839325077933914], [3.897167176052946, 46.832889716967586], [3.915688406680457, 46.83337411046481], [3.913699067221602, 46.825889220098695], [3.905928600533815, 46.82171858273218], [3.893991132748661, 46.80738683498625], [3.875313945201039, 46.80967357322736], [3.868455795928494, 46.804818145492355], [3.8605303846322583, 46.804517549632045]]]}"
58180;58160;58194;MARZY;NIEVRE;191.0;2157.0;3.5;46.9838677741,3.0926104206;"{""type"": ""Polygon"", ""coordinates"": [[[3.11848597558627, 46.959983087057786], [3.079337309976113, 46.960241749607334], [3.071584089086838, 46.96447846880965], [3.06397091811261, 46.97694375702979], [3.065310827677226, 46.997173718837765], [3.073674713449541, 47.01237539508214], [3.087837423188005, 47.01178927288436], [3.096840793287666, 47.00433628007061], [3.109325665242928, 47.00826861195988], [3.112669185828962, 46.99579569453173], [3.121710890400613, 46.9963807386998], [3.119378522406662, 46.98304008857713], [3.121084904980545, 46.9695511115526], [3.125832113623363, 46.963486675929225], [3.11848597558627, 46.959983087057786]]]}"
58190;58005;58079;AMAZY;NIEVRE;246.0;1384.0;0.2;47.3830839935,3.56104962023;"{""type"": ""Polygon"", ""coordinates"": [[[3.538265213243843, 47.36526775090639], [3.531288072313278, 47.369855041667556], [3.5351849797173482, 47.38589727752999], [3.526645496996776, 47.393678209353816], [3.548289074911737, 47.402229320220336], [3.563178532080848, 47.40089785954623], [3.565054796833254, 47.387700440787455], [3.5693849542417, 47.38603189551427], [3.607406192003284, 47.39115084758973], [3.612327554092331, 47.380979400583506], [3.592698610323228, 47.37861448975056], [3.553114866755057, 47.366188286991694], [3.538265213243843, 47.36526775090639]]]}"
58200;58002;58086;ALLIGNY-COSNE;NIEVRE;245.0;3466.0;0.9;47.4435756978,3.07325894698;"{""type"": ""Polygon"", ""coordinates"": [[[3.04104869307097, 47.418160677614814], [3.023822340727946, 47.42302652187919], [3.023098510711997, 47.43624144505625], [3.032138456420725, 47.44434096338851], [3.026294690297709, 47.460707698361325], [3.04098767970793, 47.45977627116821], [3.054854120989857, 47.46876331266322], [3.063572009916072, 47.46532921702385], [3.078597700101789, 47.464545893843514], [3.08470513957666, 47.47370537544621], [3.094502421613829, 47.47319374149128], [3.118229075044835, 47.46182987309721], [3.1240177173633352, 47.456656829476856], [3.11220393794866, 47.43069849797036], [3.120300587155344, 47.42673857265904], [3.116706426998637, 47.42095399539174], [3.102574526560214, 47.42466710491127], [3.082697374977457, 47.420199971358755], [3.04104869307097, 47.418160677614814]]]}"
58210;58029;58079;BEUVRON;NIEVRE;223.0;964.0;0.1;47.3507345394,3.49740731618;"{""type"": ""Polygon"", ""coordinates"": [[[3.490365169702573, 47.333278198716165], [3.485771483181964, 47.33489093365804], [3.481236960119707, 47.334270636538676], [3.476808122911561, 47.33957332372908], [3.482706299664109, 47.36807744766116], [3.49269625525643, 47.36795450743827], [3.515171842029747, 47.3612943488244], [3.523916591231342, 47.3423322101011], [3.50966667131887, 47.341054241046976], [3.490365169702573, 47.333278198716165]]]}"
58220;58048;58086;CESSY-LES-BOIS;NIEVRE;286.0;1767.0;0.1;47.3318627577,3.21619121558;"{""type"": ""Polygon"", ""coordinates"": [[[3.201967678048421, 47.30551923916651], [3.19918283777084, 47.32189036902178], [3.189651636311484, 47.33716524620634], [3.189673766609779, 47.34717572799859], [3.187389385912229, 47.352994877599365], [3.2039085507866, 47.36006080611098], [3.2502743794973172, 47.33358455879706], [3.247556415590253, 47.32711770979279], [3.240214039103042, 47.32255993685827], [3.241350596177941, 47.31916368989117], [3.234527109759942, 47.31483852766982], [3.236550851124027, 47.305462923442235], [3.209130970747306, 47.30971067700043], [3.201967678048421, 47.30551923916651]]]}"
58230;58003;21584;ALLIGNY-EN-MORVAN;NIEVRE;558.0;4886.0;0.7000000000000001;47.2097168429,4.17338633235;"{""type"": ""Polygon"", ""coordinates"": [[[4.209484660635195, 47.168056873598054], [4.207257936355341, 47.17120447176683], [4.197943060887332, 47.16854602923972], [4.183178670482807, 47.1713900097242], [4.170530689236719, 47.18601471389351], [4.130347521488663, 47.18944811441014], [4.118050478618847, 47.19959756671923], [4.102824559056035, 47.198582042452585], [4.10926193800768, 47.20326550063619], [4.123032963269208, 47.2060320071045], [4.123484448223846, 47.20930495564818], [4.11890792682065, 47.21033963889701], [4.119796747980221, 47.216858673605536], [4.127207206750476, 47.22491708211355], [4.127586943731164, 47.2348353232282], [4.135148730708876, 47.237363553200126], [4.177722540398899, 47.25274018551605], [4.186745134860986, 47.24513919744269], [4.192401242036764, 47.23547428144197], [4.219202734098651, 47.2194029527477], [4.22888956208099, 47.20377807492177], [4.23087531089952, 47.197022115378594], [4.212168667600372, 47.18112948491945], [4.209484660635195, 47.168056873598054]]]}"
58240;58021;58264;AZY-LE-VIF;NIEVRE;229.0;4699.0;0.2;46.7880140939,3.22978809356;"{""type"": ""Polygon"", ""coordinates"": [[[3.225614667553002, 46.74678390470575], [3.218236782478222, 46.759016666249586], [3.203098962843244, 46.76812948835425], [3.193461293651043, 46.77006397247333], [3.181544556159378, 46.77647625717751], [3.172670229077655, 46.79246298271348], [3.184009334676775, 46.80763504262282], [3.200148256665694, 46.820789814735626], [3.200396739222417, 46.827686360457804], [3.203626239440387, 46.82133294835692], [3.211719412182278, 46.81798689345528], [3.227567420474071, 46.82513274202831], [3.261406889327911, 46.81059151968694], [3.270779702771868, 46.80980449868485], [3.270749321888745, 46.80634705310512], [3.276740819046835, 46.80095742469351], [3.28182371627356, 46.7874661096362], [3.277160336370594, 46.76759656139037], [3.25746584000434, 46.75670245082802], [3.225614667553002, 46.74678390470575]]]}"
58250;58118;58095;FOURS;NIEVRE;231.0;2581.0;0.8;46.8089651055,3.72049071948;"{""type"": ""Polygon"", ""coordinates"": [[[3.729909214009604, 46.780307796046465], [3.722163298802283, 46.78429161799473], [3.712213983952254, 46.784290662919176], [3.702232563933367, 46.79193369418546], [3.684936870292347, 46.79686432578926], [3.686383949949027, 46.81692614896916], [3.683340372485889, 46.8231211568932], [3.688125315314083, 46.829080423869], [3.689976623184667, 46.84259360618761], [3.732991732901546, 46.82509356827481], [3.74309359938984, 46.82419136206001], [3.752234975769712, 46.821214564339634], [3.759715930929496, 46.812143096379884], [3.762851592385217, 46.79171852282501], [3.7487994945158043, 46.789974020443545], [3.729909214009604, 46.780307796046465]]]}"
58260;58151;58095;LA MACHINE;NIEVRE;247.0;1810.0;3.5;46.8916874308,3.46212793801;"{""type"": ""Polygon"", ""coordinates"": [[[3.469817331332194, 46.85709190958672], [3.457736697134601, 46.86737803614814], [3.449575117704856, 46.86471802907339], [3.445221823111575, 46.881302088131584], [3.432923729191866, 46.903426351946656], [3.442260193798352, 46.909378411764266], [3.442475749250579, 46.91485188096863], [3.461970943385761, 46.91744049245828], [3.476395217685595, 46.91550897743165], [3.481705208528463, 46.90976948833294], [3.479151020430278, 46.90323436336583], [3.490535741689465, 46.89688376235388], [3.469817331332194, 46.85709190958672]]]}"
58270;58006;58095;ANLEZY;NIEVRE;239.0;2151.0;0.30000000000000004;46.966601859,3.49853718093;"{""type"": ""Polygon"", ""coordinates"": [[[3.535407568892348, 46.94878901754134], [3.525389015374469, 46.94881709445917], [3.517766442378002, 46.95328140673879], [3.498606834187569, 46.95028657294678], [3.480887978978597, 46.95678146040515], [3.455520757485787, 46.95822599446866], [3.451465934910112, 46.9561080713403], [3.437734202222558, 46.96543476203771], [3.44205710773974, 46.97779824502783], [3.454835492784146, 46.972121316702186], [3.4849552268193182, 46.97627535417858], [3.489664410648763, 46.977705047084086], [3.496114729753312, 46.99107486820711], [3.517976930082042, 46.983487794303194], [3.5237059880664523, 46.9746023410466], [3.533465357292283, 46.97581813758617], [3.546894449937899, 46.9717396150126], [3.546697002498426, 46.95872119063953], [3.535407568892348, 46.94878901754134]]]}"
58290;58135;58095;ISENAY;NIEVRE;227.0;2039.0;0.1;46.9182601112,3.71038298673;"{""type"": ""Polygon"", ""coordinates"": [[[3.694493745500317, 46.872514154409444], [3.683942063216858, 46.878078802458816], [3.690821154518069, 46.886186412536766], [3.688399582637879, 46.91676951410967], [3.697954004995771, 46.92909248522999], [3.697327260446012, 46.94572651745267], [3.714729123050425, 46.952273843260016], [3.729645240764709, 46.951667202364774], [3.742024759336481, 46.9415848268165], [3.73960776094938, 46.93500045461807], [3.7296405305834863, 46.92793283066431], [3.727834154154585, 46.91089968110105], [3.725090598965948, 46.90128266479372], [3.707532238571647, 46.89567427900354], [3.709921771466084, 46.885575033543375], [3.694493745500317, 46.872514154409444]]]}"
